V=200_10,V=200_50,V=200_100,V=300_10,V=300_50,V=300_100,V=400_10,V=400_50,V=400_100,V=500_10,V=500_50,V=500_100
0.57,0.21,0.16,0.38,0.14,0.11,0.29,0.1,0.08,0.23,0.08,0.06
